##Databases: KEGG PATHWAY, Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Non-alcoholic fatty liver disease (NAFLD)	KEGG PATHWAY	mmu04932	2	146	0.501576992484	0.594601296855	ENSMUSG00000024778|ENSMUSG00000009876	http://www.genome.jp/kegg-bin/show_pathway?mmu04932/mmu:84682%09red/mmu:14102%09red
Ras signaling pathway	KEGG PATHWAY	mmu04014	3	233	0.501954509285	0.594676225151	ENSMUSG00000004508|ENSMUSG00000054252|ENSMUSG00000026596	http://www.genome.jp/kegg-bin/show_pathway?mmu04014/mmu:14184%09red/mmu:11352%09red/mmu:14389%09red
Breast cancer	KEGG PATHWAY	mmu05224	2	148	0.508702226364	0.600789395931	ENSMUSG00000018983|ENSMUSG00000017146	http://www.genome.jp/kegg-bin/show_pathway?mmu05224/mmu:12189%09red/mmu:242705%09red
Mitophagy - animal	KEGG PATHWAY	mmu04137	1	63	0.518324631872	0.604978533931	ENSMUSG00000000134	http://www.genome.jp/kegg-bin/show_pathway?mmu04137/mmu:209446%09red
Glycolysis / Gluconeogenesis	KEGG PATHWAY	mmu00010	1	66	0.53456013041	0.617830034659	ENSMUSG00000019102	http://www.genome.jp/kegg-bin/show_pathway?mmu00010/mmu:11670%09red
Leishmaniasis	KEGG PATHWAY	mmu05140	1	66	0.53456013041	0.617830034659	ENSMUSG00000071715	http://www.genome.jp/kegg-bin/show_pathway?mmu05140/mmu:17972%09red
Metabolism of xenobiotics by cytochrome P450	KEGG PATHWAY	mmu00980	1	66	0.53456013041	0.617830034659	ENSMUSG00000019102	http://www.genome.jp/kegg-bin/show_pathway?mmu00980/mmu:11670%09red
Herpes simplex virus 1 infection	KEGG PATHWAY	mmu05168	5	423	0.535216347009	0.618210823285	ENSMUSG00000067931|ENSMUSG00000033669|ENSMUSG00000024778|ENSMUSG00000046658|ENSMUSG00000032690	http://www.genome.jp/kegg-bin/show_pathway?mmu05168/mmu:246728%09red/mmu:223669%09red/mmu:54201%09red/mmu:381066%09red/mmu:14102%09red
Non-small cell lung cancer	KEGG PATHWAY	mmu05223	1	67	0.539849852579	0.621760580665	ENSMUSG00000018983	http://www.genome.jp/kegg-bin/show_pathway?mmu05223/mmu:242705%09red
RIG-I-like receptor signaling pathway	KEGG PATHWAY	mmu04622	1	68	0.545079665628	0.623890337186	ENSMUSG00000032109	http://www.genome.jp/kegg-bin/show_pathway?mmu04622/mmu:270151%09red
Drug metabolism - cytochrome P450	KEGG PATHWAY	mmu00982	1	68	0.545079665628	0.623890337186	ENSMUSG00000019102	http://www.genome.jp/kegg-bin/show_pathway?mmu00982/mmu:11670%09red
Central carbon metabolism in cancer	KEGG PATHWAY	mmu05230	1	68	0.545079665628	0.623890337186	ENSMUSG00000054252	http://www.genome.jp/kegg-bin/show_pathway?mmu05230/mmu:14184%09red
Renal cell carcinoma	KEGG PATHWAY	mmu05211	1	69	0.5502502457	0.6263979933	ENSMUSG00000000134	http://www.genome.jp/kegg-bin/show_pathway?mmu05211/mmu:209446%09red
Wnt signaling pathway	KEGG PATHWAY	mmu04310	2	161	0.55336708272	0.629567360497	ENSMUSG00000024232|ENSMUSG00000027860	http://www.genome.jp/kegg-bin/show_pathway?mmu04310/mmu:68010%09red/mmu:229658%09red
Protein processing in endoplasmic reticulum	KEGG PATHWAY	mmu04141	2	162	0.556682243538	0.63106219579	ENSMUSG00000002948|ENSMUSG00000028416	http://www.genome.jp/kegg-bin/show_pathway?mmu04141/mmu:26400%09red/mmu:12017%09red
RNA transport	KEGG PATHWAY	mmu03013	2	165	0.566522904423	0.640682208707	ENSMUSG00000037275|ENSMUSG00000056076	http://www.genome.jp/kegg-bin/show_pathway?mmu03013/mmu:27979%09red/mmu:216766%09red
Neuroactive ligand-receptor interaction	KEGG PATHWAY	mmu04080	4	348	0.567003295133	0.640842433926	ENSMUSG00000054293|ENSMUSG00000062585|ENSMUSG00000046908|ENSMUSG00000045569	http://www.genome.jp/kegg-bin/show_pathway?mmu04080/mmu:213438%09red/mmu:16995%09red/mmu:12802%09red/mmu:17200%09red
Alzheimer disease	KEGG PATHWAY	mmu05010	2	166	0.569768088549	0.642326673792	ENSMUSG00000024778|ENSMUSG00000009876	http://www.genome.jp/kegg-bin/show_pathway?mmu05010/mmu:84682%09red/mmu:14102%09red
Melanoma	KEGG PATHWAY	mmu05218	1	73	0.570353494699	0.642326673792	ENSMUSG00000018983	http://www.genome.jp/kegg-bin/show_pathway?mmu05218/mmu:242705%09red
Renin secretion	KEGG PATHWAY	mmu04924	1	75	0.58006675011	0.647866759863	ENSMUSG00000004347	http://www.genome.jp/kegg-bin/show_pathway?mmu04924/mmu:18575%09red
Pancreatic cancer	KEGG PATHWAY	mmu05212	1	76	0.584841003191	0.651660293308	ENSMUSG00000018983	http://www.genome.jp/kegg-bin/show_pathway?mmu05212/mmu:242705%09red
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	KEGG PATHWAY	mmu05412	1	77	0.589561165719	0.655375866945	ENSMUSG00000001964	http://www.genome.jp/kegg-bin/show_pathway?mmu05412/mmu:13726%09red
Salmonella infection	KEGG PATHWAY	mmu05132	1	78	0.594227848387	0.65785786375	ENSMUSG00000038195	http://www.genome.jp/kegg-bin/show_pathway?mmu05132/mmu:280408%09red
Necroptosis	KEGG PATHWAY	mmu04217	2	174	0.595096083289	0.658048971118	ENSMUSG00000037049|ENSMUSG00000024778	http://www.genome.jp/kegg-bin/show_pathway?mmu04217/mmu:14102%09red/mmu:20597%09red
EGFR tyrosine kinase inhibitor resistance	KEGG PATHWAY	mmu01521	1	80	0.60340318264	0.663743500904	ENSMUSG00000054252	http://www.genome.jp/kegg-bin/show_pathway?mmu01521/mmu:14184%09red
Antigen processing and presentation	KEGG PATHWAY	mmu04612	1	82	0.612371755458	0.669715237761	ENSMUSG00000036120	http://www.genome.jp/kegg-bin/show_pathway?mmu04612/mmu:19727%09red
Axon guidance	KEGG PATHWAY	mmu04360	2	181	0.616332159802	0.672879657441	ENSMUSG00000056214|ENSMUSG00000031398	http://www.genome.jp/kegg-bin/show_pathway?mmu04360/mmu:18846%09red/mmu:93737%09red
Huntington disease	KEGG PATHWAY	mmu05016	2	184	0.625169104774	0.681258404182	ENSMUSG00000019027|ENSMUSG00000009876	http://www.genome.jp/kegg-bin/show_pathway?mmu05016/mmu:84682%09red/mmu:110084%09red
Gap junction	KEGG PATHWAY	mmu04540	1	86	0.629707085778	0.685109721847	ENSMUSG00000062591	http://www.genome.jp/kegg-bin/show_pathway?mmu04540/mmu:22153%09red
Taste transduction	KEGG PATHWAY	mmu04742	1	87	0.633918822241	0.688899719518	ENSMUSG00000004347	http://www.genome.jp/kegg-bin/show_pathway?mmu04742/mmu:18575%09red
PD-L1 expression and PD-1 checkpoint pathway in cancer	KEGG PATHWAY	mmu05235	1	89	0.642199619203	0.694890466389	ENSMUSG00000039699	http://www.genome.jp/kegg-bin/show_pathway?mmu05235/mmu:74481%09red
GnRH signaling pathway	KEGG PATHWAY	mmu04912	1	90	0.646269752057	0.697514187617	ENSMUSG00000002948	http://www.genome.jp/kegg-bin/show_pathway?mmu04912/mmu:26400%09red
Calcium signaling pathway	KEGG PATHWAY	mmu04020	2	193	0.650734628607	0.701532716424	ENSMUSG00000039145|ENSMUSG00000004347	http://www.genome.jp/kegg-bin/show_pathway?mmu04020/mmu:227541%09red/mmu:18575%09red
Alcoholism	KEGG PATHWAY	mmu05034	2	194	0.65348828202	0.703742385089	ENSMUSG00000069300|ENSMUSG00000067567	http://www.genome.jp/kegg-bin/show_pathway?mmu05034/mmu:319183%09red/mmu:70315%09red
Small cell lung cancer	KEGG PATHWAY	mmu05222	1	92	0.654272122289	0.703742385089	ENSMUSG00000018983	http://www.genome.jp/kegg-bin/show_pathway?mmu05222/mmu:242705%09red
Morphine addiction	KEGG PATHWAY	mmu05032	1	92	0.654272122289	0.703742385089	ENSMUSG00000004347	http://www.genome.jp/kegg-bin/show_pathway?mmu05032/mmu:18575%09red
Hematopoietic cell lineage	KEGG PATHWAY	mmu04640	1	94	0.662094077337	0.709332952617	ENSMUSG00000026072	http://www.genome.jp/kegg-bin/show_pathway?mmu04640/mmu:16177%09red
Endocrine resistance	KEGG PATHWAY	mmu01522	1	94	0.662094077337	0.709332952617	ENSMUSG00000018983	http://www.genome.jp/kegg-bin/show_pathway?mmu01522/mmu:242705%09red
Focal adhesion	KEGG PATHWAY	mmu04510	2	199	0.666998168416	0.714182532339	ENSMUSG00000022438|ENSMUSG00000009621	http://www.genome.jp/kegg-bin/show_pathway?mmu04510/mmu:22325%09red/mmu:170736%09red
Prostate cancer	KEGG PATHWAY	mmu05215	1	98	0.677212865122	0.722665956464	ENSMUSG00000018983	http://www.genome.jp/kegg-bin/show_pathway?mmu05215/mmu:242705%09red
Amoebiasis	KEGG PATHWAY	mmu05146	1	102	0.69165746642	0.732707685592	ENSMUSG00000026072	http://www.genome.jp/kegg-bin/show_pathway?mmu05146/mmu:16177%09red
Th17 cell differentiation	KEGG PATHWAY	mmu04659	1	102	0.69165746642	0.732707685592	ENSMUSG00000026072	http://www.genome.jp/kegg-bin/show_pathway?mmu04659/mmu:16177%09red
Viral protein interaction with cytokine and cytokine receptor	KEGG PATHWAY	mmu04061	1	102	0.69165746642	0.732707685592	ENSMUSG00000026070	http://www.genome.jp/kegg-bin/show_pathway?mmu04061/mmu:16182%09red
Chagas disease (American trypanosomiasis)	KEGG PATHWAY	mmu05142	1	104	0.698636362992	0.738446926694	ENSMUSG00000024778	http://www.genome.jp/kegg-bin/show_pathway?mmu05142/mmu:14102%09red
Thermogenesis	KEGG PATHWAY	mmu04714	2	215	0.707389689104	0.74603193522	ENSMUSG00000020544|ENSMUSG00000009876	http://www.genome.jp/kegg-bin/show_pathway?mmu04714/mmu:84682%09red/mmu:69802%09red
Toxoplasmosis	KEGG PATHWAY	mmu05145	1	108	0.71212544741	0.749772591264	ENSMUSG00000032193	http://www.genome.jp/kegg-bin/show_pathway?mmu05145/mmu:16835%09red
Viral carcinogenesis	KEGG PATHWAY	mmu05203	2	221	0.721451175139	0.758318935186	ENSMUSG00000069300|ENSMUSG00000067567	http://www.genome.jp/kegg-bin/show_pathway?mmu05203/mmu:319183%09red/mmu:70315%09red
Human immunodeficiency virus 1 infection	KEGG PATHWAY	mmu05170	2	230	0.741474615451	0.775066283112	ENSMUSG00000002948|ENSMUSG00000024778	http://www.genome.jp/kegg-bin/show_pathway?mmu05170/mmu:26400%09red/mmu:14102%09red
Oocyte meiosis	KEGG PATHWAY	mmu04114	1	118	0.743273701061	0.776517858867	ENSMUSG00000036928	http://www.genome.jp/kegg-bin/show_pathway?mmu04114/mmu:50878%09red
Thyroid hormone signaling pathway	KEGG PATHWAY	mmu04919	1	119	0.746197457113	0.779142157206	ENSMUSG00000022109	http://www.genome.jp/kegg-bin/show_pathway?mmu04919/mmu:67381%09red
Cell cycle	KEGG PATHWAY	mmu04110	1	123	0.757564392832	0.789268629537	ENSMUSG00000018983	http://www.genome.jp/kegg-bin/show_pathway?mmu04110/mmu:242705%09red
AMPK signaling pathway	KEGG PATHWAY	mmu04152	1	125	0.763056158725	0.793679083182	ENSMUSG00000025648	http://www.genome.jp/kegg-bin/show_pathway?mmu04152/mmu:270198%09red
Inflammatory mediator regulation of TRP channels	KEGG PATHWAY	mmu04750	1	127	0.768423949174	0.797946274334	ENSMUSG00000026072	http://www.genome.jp/kegg-bin/show_pathway?mmu04750/mmu:16177%09red
PI3K-Akt signaling pathway	KEGG PATHWAY	mmu04151	3	354	0.772383687684	0.800739691561	ENSMUSG00000025017|ENSMUSG00000054252|ENSMUSG00000017146	http://www.genome.jp/kegg-bin/show_pathway?mmu04151/mmu:14184%09red/mmu:83490%09red/mmu:12189%09red
Autophagy - animal	KEGG PATHWAY	mmu04140	1	130	0.776249264879	0.802987211127	ENSMUSG00000041658	http://www.genome.jp/kegg-bin/show_pathway?mmu04140/mmu:245670%09red
Relaxin signaling pathway	KEGG PATHWAY	mmu04926	1	131	0.778798697554	0.805184227198	ENSMUSG00000002948	http://www.genome.jp/kegg-bin/show_pathway?mmu04926/mmu:26400%09red
FoxO signaling pathway	KEGG PATHWAY	mmu04068	1	133	0.783811047467	0.809040099186	ENSMUSG00000028680	http://www.genome.jp/kegg-bin/show_pathway?mmu04068/mmu:12795%09red
Purine metabolism	KEGG PATHWAY	mmu00230	1	137	0.793498728364	0.817256175321	ENSMUSG00000004347	http://www.genome.jp/kegg-bin/show_pathway?mmu00230/mmu:18575%09red
Signaling pathways regulating pluripotency of stem cells	KEGG PATHWAY	mmu04550	1	139	0.798179096676	0.820736332017	ENSMUSG00000054252	http://www.genome.jp/kegg-bin/show_pathway?mmu04550/mmu:14184%09red
Metabolic pathways	KEGG PATHWAY	mmu01100	14	1478	0.802747021648	0.824537114527	ENSMUSG00000017718|ENSMUSG00000057103|ENSMUSG00000004347|ENSMUSG00000009876|ENSMUSG00000059743|ENSMUSG00000020544|ENSMUSG00000019102|ENSMUSG00000038181|ENSMUSG00000021786|ENSMUSG00000040434|ENSMUSG00000006442|ENSMUSG00000048217|ENSMUSG00000037049|ENSMUSG00000025140	http://www.genome.jp/kegg-bin/show_pathway?mmu01100/mmu:84682%09red/mmu:20810%09red/mmu:209027%09red/mmu:71562%09red/mmu:217214%09red/mmu:20597%09red/mmu:110196%09red/mmu:11670%09red/mmu:100910%09red/mmu:228366%09red/mmu:69802%09red/mmu:66116%09red/mmu:18575%09red/mmu:71147%09red
Adrenergic signaling in cardiomyocytes	KEGG PATHWAY	mmu04261	1	149	0.820041980632	0.838659149922	ENSMUSG00000035458	http://www.genome.jp/kegg-bin/show_pathway?mmu04261/mmu:21954%09red
Phospholipase D signaling pathway	KEGG PATHWAY	mmu04072	1	149	0.820041980632	0.838659149922	ENSMUSG00000004508	http://www.genome.jp/kegg-bin/show_pathway?mmu04072/mmu:14389%09red
Gastric cancer	KEGG PATHWAY	mmu05226	1	150	0.822093994537	0.839849804354	ENSMUSG00000018983	http://www.genome.jp/kegg-bin/show_pathway?mmu05226/mmu:242705%09red
Oxytocin signaling pathway	KEGG PATHWAY	mmu04921	1	153	0.828111184979	0.844628766566	ENSMUSG00000039145	http://www.genome.jp/kegg-bin/show_pathway?mmu04921/mmu:227541%09red
Hippo signaling pathway	KEGG PATHWAY	mmu04390	1	153	0.828111184979	0.844628766566	ENSMUSG00000056214	http://www.genome.jp/kegg-bin/show_pathway?mmu04390/mmu:93737%09red
mTOR signaling pathway	KEGG PATHWAY	mmu04150	1	155	0.832009539215	0.848147655277	ENSMUSG00000041658	http://www.genome.jp/kegg-bin/show_pathway?mmu04150/mmu:245670%09red
Jak-STAT signaling pathway	KEGG PATHWAY	mmu04630	1	166	0.851927706935	0.865653717251	ENSMUSG00000023092	http://www.genome.jp/kegg-bin/show_pathway?mmu04630/mmu:14199%09red
Hepatocellular carcinoma	KEGG PATHWAY	mmu05225	1	172	0.861781314671	0.873788985722	ENSMUSG00000018983	http://www.genome.jp/kegg-bin/show_pathway?mmu05225/mmu:242705%09red
Cellular senescence	KEGG PATHWAY	mmu04218	1	177	0.869491529575	0.880191532347	ENSMUSG00000018983	http://www.genome.jp/kegg-bin/show_pathway?mmu04218/mmu:242705%09red
Chemokine signaling pathway	KEGG PATHWAY	mmu04062	1	198	0.897461727516	0.904633771156	ENSMUSG00000009621	http://www.genome.jp/kegg-bin/show_pathway?mmu04062/mmu:22325%09red
Human papillomavirus infection	KEGG PATHWAY	mmu05165	2	352	0.912104186516	0.918903685244	ENSMUSG00000056214|ENSMUSG00000024778	http://www.genome.jp/kegg-bin/show_pathway?mmu05165/mmu:93737%09red/mmu:14102%09red
Pathways in cancer	KEGG PATHWAY	mmu05200	3	534	0.944586883777	0.949605942671	ENSMUSG00000018983|ENSMUSG00000054252|ENSMUSG00000024778	http://www.genome.jp/kegg-bin/show_pathway?mmu05200/mmu:14184%09red/mmu:14102%09red/mmu:242705%09red
Olfactory transduction	KEGG PATHWAY	mmu04740	1	1122	0.999997950112	0.999997950112	ENSMUSG00000004347	http://www.genome.jp/kegg-bin/show_pathway?mmu04740/mmu:18575%09red

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
haptoglobin-hemoglobin complex	Gene Ontology	GO:0031838	6	11	2.24217806418e-08	4.24220089743e-05	ENSMUSG00000031722|ENSMUSG00000069917|ENSMUSG00000069919|ENSMUSG00000073063|ENSMUSG00000052305|ENSMUSG00000073940	http://amigo.geneontology.org/amigo/term/GO:0031838
cytoplasm	Gene Ontology	GO:0005737	119	6744	8.55830495528e-08	8.09615648769e-05	ENSMUSG00000039145|ENSMUSG00000038256|ENSMUSG00000004508|ENSMUSG00000021182|ENSMUSG00000062591|ENSMUSG00000036737|ENSMUSG00000036882|ENSMUSG00000023764|ENSMUSG00000021929|ENSMUSG00000056602|ENSMUSG00000066406|ENSMUSG00000017146|ENSMUSG00000036120|ENSMUSG00000034329|ENSMUSG00000015127|ENSMUSG00000001964|ENSMUSG00000030207|ENSMUSG00000034037|ENSMUSG00000030470|ENSMUSG00000002948|ENSMUSG00000032589|ENSMUSG00000068114|ENSMUSG00000056770|ENSMUSG00000000568|ENSMUSG00000028926|ENSMUSG00000056076|ENSMUSG00000026389|ENSMUSG00000023965|ENSMUSG00000038593|ENSMUSG00000004947|ENSMUSG00000024778|ENSMUSG00000079317|ENSMUSG00000023092|ENSMUSG00000019027|ENSMUSG00000032812|ENSMUSG00000073599|ENSMUSG00000021572|ENSMUSG00000019102|ENSMUSG00000000134|ENSMUSG00000024696|ENSMUSG00000029634|ENSMUSG00000062585|ENSMUSG00000028641|ENSMUSG00000028416|ENSMUSG00000073563|ENSMUSG00000040415|ENSMUSG00000026638|ENSMUSG00000022010|ENSMUSG00000036867|ENSMUSG00000020044|ENSMUSG00000044937|ENSMUSG00000037275|ENSMUSG00000022438|ENSMUSG00000045569|ENSMUSG00000036564|ENSMUSG00000016756|ENSMUSG00000041801|ENSMUSG00000022708|ENSMUSG00000036368|ENSMUSG00000041658|ENSMUSG00000022148|ENSMUSG00000035458|ENSMUSG00000021752|ENSMUSG00000025795|ENSMUSG00000026596|ENSMUSG00000024137|ENSMUSG00000038784|ENSMUSG00000025017|ENSMUSG00000035863|ENSMUSG00000046949|ENSMUSG00000040040|ENSMUSG00000063838|ENSMUSG00000036273|ENSMUSG00000030064|ENSMUSG00000050357|ENSMUSG00000038195|ENSMUSG00000024232|ENSMUSG00000041135|ENSMUSG00000071715|ENSMUSG00000059743|ENSMUSG00000074457|ENSMUSG00000036503|ENSMUSG00000022517|ENSMUSG00000004637|ENSMUSG00000044562|ENSMUSG00000073400|ENSMUSG00000040177|ENSMUSG00000030711|ENSMUSG00000032690|ENSMUSG00000032290|ENSMUSG00000056214|ENSMUSG00000006715|ENSMUSG00000037583|ENSMUSG00000024268|ENSMUSG00000028680|ENSMUSG00000017417|ENSMUSG00000054150|ENSMUSG00000039963|ENSMUSG00000037509|ENSMUSG00000029484|ENSMUSG00000017314|ENSMUSG00000031431|ENSMUSG00000037296|ENSMUSG00000032352|ENSMUSG00000038170|ENSMUSG00000003810|ENSMUSG00000019467|ENSMUSG00000039158|ENSMUSG00000034940|ENSMUSG00000017718|ENSMUSG00000067567|ENSMUSG00000031438|ENSMUSG00000054252|ENSMUSG00000026274|ENSMUSG00000043372|ENSMUSG00000020319|ENSMUSG00000045954|ENSMUSG00000009621|ENSMUSG00000023216	http://amigo.geneontology.org/amigo/term/GO:0005737
haptoglobin binding	Gene Ontology	GO:0031720	5	10	4.94317593748e-07	0.000233812221843	ENSMUSG00000069919|ENSMUSG00000073063|ENSMUSG00000052305|ENSMUSG00000073940|ENSMUSG00000069917	http://amigo.geneontology.org/amigo/term/GO:0031720
hemoglobin complex	Gene Ontology	GO:0005833	5	10	4.94317593748e-07	0.000233812221843	ENSMUSG00000069919|ENSMUSG00000073063|ENSMUSG00000052305|ENSMUSG00000073940|ENSMUSG00000069917	http://amigo.geneontology.org/amigo/term/GO:0005833
hemoglobin binding	Gene Ontology	GO:0030492	4	6	3.21661472391e-06	0.00121716701153	ENSMUSG00000006574|ENSMUSG00000052305|ENSMUSG00000031722|ENSMUSG00000073940	http://amigo.geneontology.org/amigo/term/GO:0030492
transferase activity	Gene Ontology	GO:0016740	42	1730	4.50090477486e-06	0.00139488007811	ENSMUSG00000006307|ENSMUSG00000057103|ENSMUSG00000054252|ENSMUSG00000039145|ENSMUSG00000026596|ENSMUSG00000028926|ENSMUSG00000038784|ENSMUSG00000029634|ENSMUSG00000036737|ENSMUSG00000073563|ENSMUSG00000036273|ENSMUSG00000003810|ENSMUSG00000040415|ENSMUSG00000034612|ENSMUSG00000002409|ENSMUSG00000017146|ENSMUSG00000040434|ENSMUSG00000048217|ENSMUSG00000039176|ENSMUSG00000041135|ENSMUSG00000059743|ENSMUSG00000034118|ENSMUSG00000030888|ENSMUSG00000036503|ENSMUSG00000022517|ENSMUSG00000028680|ENSMUSG00000050890|ENSMUSG00000006442|ENSMUSG00000024137|ENSMUSG00000056770|ENSMUSG00000030711|ENSMUSG00000015127|ENSMUSG00000027300|ENSMUSG00000031438|ENSMUSG00000059479|ENSMUSG00000026274|ENSMUSG00000032690|ENSMUSG00000071350|ENSMUSG00000021786|ENSMUSG00000025648|ENSMUSG00000039989|ENSMUSG00000004947	http://amigo.geneontology.org/amigo/term/GO:0016740
membrane	Gene Ontology	GO:0016020	109	6504	6.05073321957e-06	0.00143099840643	ENSMUSG00000006574|ENSMUSG00000046908|ENSMUSG00000059327|ENSMUSG00000004508|ENSMUSG00000036882|ENSMUSG00000041378|ENSMUSG00000066406|ENSMUSG00000026249|ENSMUSG00000040006|ENSMUSG00000029924|ENSMUSG00000054150|ENSMUSG00000001964|ENSMUSG00000027799|ENSMUSG00000034037|ENSMUSG00000030760|ENSMUSG00000035284|ENSMUSG00000052485|ENSMUSG00000028926|ENSMUSG00000026389|ENSMUSG00000024679|ENSMUSG00000038593|ENSMUSG00000024778|ENSMUSG00000032816|ENSMUSG00000023909|ENSMUSG00000032812|ENSMUSG00000073599|ENSMUSG00000096883|ENSMUSG00000024696|ENSMUSG00000062585|ENSMUSG00000027318|ENSMUSG00000029047|ENSMUSG00000027860|ENSMUSG00000026435|ENSMUSG00000062373|ENSMUSG00000022901|ENSMUSG00000031398|ENSMUSG00000034118|ENSMUSG00000022438|ENSMUSG00000045569|ENSMUSG00000041801|ENSMUSG00000009876|ENSMUSG00000097328|ENSMUSG00000059479|ENSMUSG00000003452|ENSMUSG00000037872|ENSMUSG00000058486|ENSMUSG00000030159|ENSMUSG00000064147|ENSMUSG00000032589|ENSMUSG00000025017|ENSMUSG00000030401|ENSMUSG00000037363|ENSMUSG00000035863|ENSMUSG00000031785|ENSMUSG00000079737|ENSMUSG00000063838|ENSMUSG00000057530|ENSMUSG00000036273|ENSMUSG00000034614|ENSMUSG00000018733|ENSMUSG00000028713|ENSMUSG00000056724|ENSMUSG00000034612|ENSMUSG00000050357|ENSMUSG00000038195|ENSMUSG00000024232|ENSMUSG00000040434|ENSMUSG00000071715|ENSMUSG00000029408|ENSMUSG00000022299|ENSMUSG00000050350|ENSMUSG00000020544|ENSMUSG00000026580|ENSMUSG00000036503|ENSMUSG00000032193|ENSMUSG00000022517|ENSMUSG00000020832|ENSMUSG00000032109|ENSMUSG00000030830|ENSMUSG00000036368|ENSMUSG00000029650|ENSMUSG00000034275|ENSMUSG00000031937|ENSMUSG00000032690|ENSMUSG00000056214|ENSMUSG00000044017|ENSMUSG00000057103|ENSMUSG00000017417|ENSMUSG00000057778|ENSMUSG00000018569|ENSMUSG00000032204|ENSMUSG00000029484|ENSMUSG00000044367|ENSMUSG00000017314|ENSMUSG00000032352|ENSMUSG00000003810|ENSMUSG00000019467|ENSMUSG00000046916|ENSMUSG00000030207|ENSMUSG00000031982|ENSMUSG00000034940|ENSMUSG00000030737|ENSMUSG00000031438|ENSMUSG00000054252|ENSMUSG00000020319|ENSMUSG00000045954|ENSMUSG00000026072|ENSMUSG00000023216|ENSMUSG00000026070	http://amigo.geneontology.org/amigo/term/GO:0016020
metal ion binding	Gene Ontology	GO:0046872	62	3089	8.7309666506e-06	0.00183544321144	ENSMUSG00000032589|ENSMUSG00000056310|ENSMUSG00000066721|ENSMUSG00000039759|ENSMUSG00000023092|ENSMUSG00000046658|ENSMUSG00000032812|ENSMUSG00000034037|ENSMUSG00000026596|ENSMUSG00000024137|ENSMUSG00000038784|ENSMUSG00000024696|ENSMUSG00000029634|ENSMUSG00000006307|ENSMUSG00000036737|ENSMUSG00000028641|ENSMUSG00000037049|ENSMUSG00000027318|ENSMUSG00000029047|ENSMUSG00000057530|ENSMUSG00000031438|ENSMUSG00000030760|ENSMUSG00000018733|ENSMUSG00000028713|ENSMUSG00000040415|ENSMUSG00000050064|ENSMUSG00000049532|ENSMUSG00000046949|ENSMUSG00000017146|ENSMUSG00000036867|ENSMUSG00000040434|ENSMUSG00000020044|ENSMUSG00000034329|ENSMUSG00000073910|ENSMUSG00000017764|ENSMUSG00000015127|ENSMUSG00000015337|ENSMUSG00000059743|ENSMUSG00000075600|ENSMUSG00000074457|ENSMUSG00000026580|ENSMUSG00000007216|ENSMUSG00000036503|ENSMUSG00000022517|ENSMUSG00000030470|ENSMUSG00000004347|ENSMUSG00000066406|ENSMUSG00000016756|ENSMUSG00000073400|ENSMUSG00000022708|ENSMUSG00000000901|ENSMUSG00000030830|ENSMUSG00000067567|ENSMUSG00000003810|ENSMUSG00000027300|ENSMUSG00000032690|ENSMUSG00000026389|ENSMUSG00000033948|ENSMUSG00000071350|ENSMUSG00000009621|ENSMUSG00000004947|ENSMUSG00000035458	http://amigo.geneontology.org/amigo/term/GO:0046872
